user_id,recommended_books
user_8289854,924566|833281|996915|852293|483010|910707|439658|257817|302647|693616
user_6837259,510087|446297|287847|479167|640472|477496|880762|982683|822049|747288
user_8490009,754974|110043|979249|594241|587222|232250|576769|494659|566740|719677
user_2145945,755843|169966|788108|502265|552762|320172|731124|394650|142859|596144
user_8309243,988075|728896|564620|123107|570267|801444|746223|353542|317208|294015
user_3313393,496065|210280|828221|952646|704875|558986|917230|191488|146372|610102
user_8029276,818534|924265|305171|547852|868650|558669|681667|846389|878399|764563
user_2837806,201836|784578|373276|672401|226460|582992|265146|920347|312987|956949
user_8983397,969742|746288|444511|154738|287588|678255|498249|656860|232250|281905
user_3158150,785672|398433|776106|903506|516814|499985|646833|430779|819231|889185
user_4811100,204574|396177|988075|162976|415535|828361|933206|857568|779658|247189
user_7479865,285197|567423|327738|289276|230485|743863|566991|599028|102146|842136
user_8850590,775960|910749|326122|889013|347678|275409|262240|742818|728958|776406
user_6463603,658596|568640|897846|315120|115267|642892|851583|927061|844033|460351
user_2128704,570988|431727|998909|478458|694587|914992|249623|681667|525756|420415
user_1435008,871501|645027|559094|321634|500314|901676|869933|824061|311184|222930
user_1598989,839893|444412|766566|948188|508091|230208|157217|701755|894586|535457
user_0067138,700538|521556|568640|567423|162790|251448|929868|102146|728500|343377
user_3037834,761249|879233|732829|711033|174316|361829|128142|908746|960270|398194
user_6851551,335496|747614|437833|977634|998422|755584|591147|916368|664781|617555
user_9963178,209940|703779|597920|271499|523559|405677|155708|826648|429839|231824
user_5909367,309991|716551|162549|847986|877714|138801|372871|870267|127521|264458
user_7275801,983687|345076|785010|828834|357912|721313|279098|465549|524778|436467
user_8415134,704677|288531|999595|459762|684080|665940|529526|146372|460265|659835
user_2943815,394795|598820|513959|647639|540467|345076|338804|903774|894417|776456
user_3280468,858472|211532|755910|420415|502704|871043|570988|298837|232126|542882
user_4072490,525556|303846|507980|608763|658271|751034|664781|566991|567423|243057
user_6784319,701596|645316|987168|681667|642827|189135|841978|513959|854727|769883
user_6283036,559094|788842|265001|331087|703998|591223|321634|403257|869933|146150
user_5518037,716813|222292|744304|568143|214176|236523|319162|418083|656405|320989
user_1506812,207241|952188|579142|327999|821411|139589|402143|283662|166240|129336
user_4640781,416509|958602|226502|733152|726004|712916|533232|110413|642404|922370
user_4755901,970699|428403|675111|747288|104539|412534|587222|261638|166052|699198
user_2591768,756895|871660|755725|607308|988980|348636|104539|320034|406068|184064
user_6504436,602381|269654|204721|358830|846635|414056|411327|206440|709291|173384
user_5900857,733941|333705|330545|272998|494659|342129|979249|325258|791274|414815
user_0778525,604906|459762|312705|648779|317264|560698|731548|624970|920960|502233
user_5389033,193982|492279|973548|885290|453777|515131|726612|474754|680557|208711
user_4008738,664032|622864|439162|477392|888395|154022|431976|846348|274169|990649
user_0846633,129959|923507|140989|304350|714094|309341|642892|597643|733952|156700
user_1599402,187984|114400|141406|235367|606773|528468|740774|646453|365406|194545
user_0909552,993415|436030|935259|157196|266316|476712|227950|408545|343613|107482
user_9245103,356092|309991|712711|232126|563385|309580|502704|927909|107482|419987
user_9758400,693595|554786|459898|500314|489642|149840|533265|998043|683879|222930
user_6575785,657286|173807|923507|589251|816712|610268|829169|600811|256574|838158
user_7470646,213119|669902|103225|625986|865411|865654|289989|820013|214695|846794
user_1806952,191014|512509|727320|528644|413710|246433|160200|315120|601903|460351
user_5847140,660046|589251|780999|836989|155708|855562|726612|340341|264417|224078
user_9995386,214695|550908|330545|769952|185955|906479|791274|559969|225008|846794
user_8708246,492491|617459|905579|831952|839719|472058|347085|911801|259804|372144
user_9231218,755725|107052|828834|419939|666836|405831|223047|284533|414477|282605
user_9418674,891018|488796|912323|512900|469007|760460|119506|933635|773618|323589
user_6421214,156413|269257|873584|745919|111307|642892|335455|269054|947241|264458
user_2330848,978721|664271|332548|353288|664781|752801|878656|134455|488196|211871
user_6590367,553559|794791|651978|583122|282605|182361|799731|570267|712350|681636
user_8112420,470711|458660|388584|191014|747756|597643|792102|751009|312616|922378
user_8825111,592796|239164|162549|892170|440998|224870|290724|641593|269054|986304
user_5068690,631297|394247|175548|785010|471754|846151|394795|510103|346019|304568
user_3498827,377950|452001|954222|832534|449663|519758|481104|732590|727354|272769
user_3899107,764563|629149|147828|986340|451383|272525|233730|451199|398090|452001
user_8308318,289592|309160|519677|589478|434914|602577|402808|984274|821347|174301
user_3304881,777693|586279|822049|708455|689280|722650|748216|416298|304394|234733
user_9241772,184365|749758|111755|147976|731394|340932|174301|394650|746030|181511
user_0727702,261621|162976|938759|270495|788530|886372|216320|140382|296284|828361
user_4244897,753756|544536|571228|223050|699405|928994|897846|333159|587957|112098
user_8963421,317264|586765|847868|458772|134191|363076|485166|709467|966589|803904
user_6503400,779792|322971|974767|472932|897477|431246|701755|776681|960109|609462
user_2258730,818651|544198|570046|554871|975671|247388|240727|779378|564077|906048
user_6451044,895262|420415|471754|746781|394795|489967|141241|867562|630155|319162
user_3037133,187889|405134|791792|697944|251981|187336|479167|213284|435740|849649
user_9883039,789719|156413|685934|817817|208711|611133|637555|946803|745919|897435
user_9573845,470040|766683|889013|941272|356600|869983|257482|544579|368422|316823
user_5130677,275044|905812|685193|170793|711033|263190|387198|870267|907437|414608
user_1175651,174316|973846|394234|128142|938759|802191|263917|124368|879233|524089
user_1258031,488196|136346|814407|500080|648171|881828|430096|901387|183927|878427
user_1765159,123107|982804|353542|398987|724840|772566|217830|289448|701755|465887
user_4383751,801279|730520|514337|386525|136705|820724|495648|445281|352603|640472
user_8368416,583814|205656|112542|123853|734792|398873|868691|434652|742254|276578
user_7057512,673713|990649|495900|664032|284160|154022|642892|416900|655552|887029
user_7737095,592053|226670|328994|667875|105547|141515|811351|213119|205102|611559
user_6077540,655552|907069|924974|166803|207348|478707|689567|779564|628040|456844
user_6564059,488918|674160|853270|123107|829578|250255|564531|191488|773292|617555
user_4240128,861127|251030|528705|876696|526541|398357|577100|533194|786680|534753
user_3325861,546768|497201|264458|642892|678381|607259|839113|156700|428282|739008
user_3635931,335428|311741|960109|485166|833337|376502|339266|459762|616596|881931
user_9386182,486482|857526|110821|369232|282605|302957|152871|956721|788870|742349
user_2815717,147976|728471|408261|201836|980184|140140|983571|611185|960365|264458
user_5555189,485364|734155|742818|597484|844321|790677|764563|309668|335428|611177
user_7690719,548901|851583|646833|405925|242371|881828|345011|487233|632151|828252
user_9858987,422328|730841|960307|216211|258284|620438|381880|654640|598820|198886
user_9070766,395192|773693|846635|643719|330189|694806|190707|888086|849361|204721
user_9724114,386606|577595|486065|417003|345076|992649|369232|966985|596418|992919
user_2711752,211760|370328|743863|949767|221703|373276|596405|628687|218661|920347
user_8214349,794668|299429|362779|387883|970969|776406|401950|767482|618827|111307
user_0738481,523533|264660|843793|101049|313824|679989|804299|520051|452192|498249
user_9473625,391897|745710|414070|943349|708798|692592|652367|106945|472566|826648
user_5407850,544198|863933|602381|571228|429839|129959|924154|908239|980130|832045
user_1185982,499985|465511|959222|338475|204158|617555|871501|477392|269078|700588
user_8404492,539673|220031|315802|158589|607308|656011|170846|108887|760434|213119
user_4303949,535457|111230|550005|307639|230208|989735|820756|541314|980184|875165
user_2056148,514664|538065|446297|518740|881782|446569|357516|404779|221343|923073
user_1267179,231660|145209|227630|188776|371679|580921|192059|746154|790852|719489
user_7667758,672233|382146|615346|409967|561567|694806|122937|251631|206440|910926
user_7636994,508091|439658|181588|766566|733729|187298|648055|693616|360610|524778
user_5125674,495400|416900|844515|151295|964996|987060|279098|219125|316173|521598
user_4237223,455136|867543|461083|892843|652329|396183|833602|812449|204158|510087
user_1283188,314300|709859|509376|156413|857656|938373|259826|709845|903972|886609
user_8960859,827774|580921|827505|255783|772758|818651|251642|810287|542244|151413
user_9533922,350875|765297|831531|904829|487728|755725|857830|754974|877848|330545
user_3940941,749871|733941|204442|979249|917919|469844|252591|325258|587222|209471
user_2420594,715698|951211|396177|685934|988075|193190|881399|951649|397514|548901
user_6247914,346024|994794|447618|860579|367240|835325|757203|354276|362168|824233
